"pressSN","endTime","time","plcTime","machineState","pressState"
"70001004",,"2023-04-25T07:16:28.3300587-05:00","2023-04-25T07:24:38.087-05:00","OFF","Off"
"70001004",,"2023-04-25T07:16:42.4254757-05:00","2023-04-25T07:24:52.263-05:00","MECH_INIT","Off"
"70001004",,"2023-04-25T07:17:56.9068623-05:00","2023-04-25T07:26:06.814-05:00","STANDBY","Standby"
"70001004",,"2023-04-25T07:18:18.2564908-05:00","2023-04-25T07:26:28.126-05:00","GET_READY","GetReady"
"70001004",,"2023-04-25T07:30:25.3878687-05:00","2023-04-25T07:38:35.179-05:00","GO_TO_OFF","Off"
"70001004",,"2023-04-25T07:30:52.7696071-05:00","2023-04-25T07:39:02.434-05:00","OFF","Off"
"70001004",,"2023-04-25T07:32:53.8089638-05:00","2023-04-25T07:41:03.521-05:00","MECH_INIT","Off"
"70001004",,"2023-04-25T07:33:45.1649266-05:00","2023-04-25T07:41:54.912-05:00","STANDBY","Standby"
"70001004",,"2023-04-25T07:33:51.6349556-05:00","2023-04-25T07:42:01.303-05:00","GET_READY","GetReady"
"70001004",,"2023-04-25T07:36:25.8872509-05:00","2023-04-25T07:44:35.749-05:00","GO_TO_OFF","Off"
"70001004",,"2023-04-25T07:36:53.2829326-05:00","2023-04-25T07:45:03.004-05:00","OFF","Off"
"70001004",,"2023-04-25T07:41:29.8873036-05:00","2023-04-25T07:49:39.537-05:00","GO_TO_SERVICE","Service"
"70001004",,"2023-04-25T07:41:29.9113699-05:00","2023-04-25T07:49:39.585-05:00","SERVICE","Service"
"70001004",,"2023-04-25T07:46:35.4093065-05:00","2023-04-25T07:54:45.188-05:00","OFF","Off"
"70001004",,"2023-04-25T07:46:47.4498961-05:00","2023-04-25T07:54:57.171-05:00","MECH_INIT","Off"
"70001004",,"2023-04-25T07:47:39.4015553-05:00","2023-04-25T07:55:49.267-05:00","STANDBY","Standby"
"70001004",,"2023-04-25T07:47:47.6603466-05:00","2023-04-25T07:55:57.49-05:00","GET_READY","GetReady"
"70001004",,"2023-04-25T07:57:02.3446901-05:00","2023-04-25T08:05:11.993-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-25T07:57:14.4486498-05:00","2023-04-25T08:05:24.282-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-25T07:57:41.4330388-05:00","2023-04-25T08:05:51.137-05:00","PRINT","Print"
"70001004",,"2023-04-25T07:58:22.7478587-05:00","2023-04-25T08:06:32.464-05:00","POST_PRINT","Print"
"70001004",,"2023-04-25T07:58:38.2682524-05:00","2023-04-25T08:06:47.968-05:00","DYNAMIC_READY","Ready"
"70001004",,"2023-04-25T08:01:39.7417657-05:00","2023-04-25T08:09:49.421-05:00","PRE_PRINT","Print"
"70001004",,"2023-04-25T08:02:25.4397134-05:00","2023-04-25T08:10:35.269-05:00","PRINT","Print"
